"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000287893",90.1956193387948,3.80426695880424,1.42967415276816,2.66093287861318,NA,NA
"ENSG00000260577",120.429837096297,4.62212019346809,1.29543037383998,3.56801900496355,0.000359690420508437,0.00899226051271093
"ENSG00000163736",100.53347238356,4.01181603705775,1.45988959697232,2.74802700517758,0.00599550707261578,0.0246961282722969
"ENSG00000271551",82.8602471610613,3.86872177539215,1.22885451844178,3.14823416224875,NA,NA
"ENSG00000204791",88.0729397306698,4.1449320054642,1.31175941537001,3.15982638043047,NA,NA
"ENSG00000286478",119.180848733252,5.11188423281784,1.60920561620548,3.17665075322798,0.00148986333740558,0.0147458930621996
"ENSG00000179873",70.2757688091418,3.94418422927081,1.35538562718846,2.91000889352237,0.00361418471649211,0.0174368560883391
"ENSG00000257443",99.4174976293789,4.94119611466849,1.60532293103219,3.0780075579506,NA,NA
"ENSG00000196109",61.6887769591753,3.69799576479716,1.4306003707565,2.58492576990012,0.00973999643467393,0.0341127121462637
"ENSG00000237863",74.0934403796158,4.11770506040174,1.3607109283492,3.02614241909359,NA,NA
"ENSG00000229676",75.5755785276607,4.33030923534661,1.23114676603481,3.51729733189598,0.000435965132336325,0.00999086761604078
"ENSG00000246528",77.7970503768145,4.49071002915651,1.41007176237989,3.18473864165409,0.00144884795888595,0.0147458930621996
"ENSG00000148346",64.9584763784067,3.9397823689493,1.39217487346719,2.82994790671472,NA,NA
"ENSG00000223528",748.930493456978,9.01542286878657,2.83818374555304,3.17647611184872,NA,NA
"ENSG00000180458",57.8708567195044,3.83383918791685,1.39571682068704,2.7468603452308,0.0060168748881596,0.0246961282722969
"ENSG00000166926",105.457257921347,5.31623781862868,1.51238338020143,3.51513901053357,NA,NA
"ENSG00000136944",87.0779707735697,4.91630615598945,1.52072576702023,3.23286832025123,0.00122554038936344,0.0147458930621996
"ENSG00000118113",52.2598894399584,3.64791525885343,1.61428291649007,2.25977443085694,0.023835254098722,0.063637814341248
"ENSG00000261754",79.5773615918957,4.85993686065944,1.4323676522979,3.39293955212044,0.000691468952352017,0.0112926101907124
"ENSG00000229654",138.466926603689,6.64991985002328,1.6426308230544,4.04833499815744,NA,NA
"ENSG00000131355",64.0358698619512,4.70336296131806,1.50346122075766,3.12835668548062,NA,NA
"ENSG00000185275",136.257392193088,6.69835963875931,1.4695026403441,4.55824947493176,NA,NA
"ENSG00000171956",37.1695028074436,3.60084999832603,1.33488653058061,2.69749519216426,0.00698632935850725,0.0282535378469043
"ENSG00000183032",41.6126380121942,3.96165218708045,1.30062322129507,3.04596452086694,0.00231935201655834,0.0148506695790678
"ENSG00000197472",42.9273038491803,4.30881229064825,1.16676705416586,3.69294991255018,0.000221667694880964,0.00677317956580725
"ENSG00000133124",69.7742909872341,5.50533361526064,1.71198255918297,3.21576501216696,NA,NA
"ENSG00000237210",26.6861697043646,3.43619531671029,2.90485963735906,1.1829126862165,NA,NA
"ENSG00000287340",32.9293584217146,3.99402209052291,1.60686913178524,2.48559264193813,0.0129335918601966,0.0425553926909745
"ENSG00000288041",37.094824102357,4.52316974024482,1.30900253338432,3.45543238067731,0.000549410982156106,0.0107920014352092
"ENSG00000174450",27.2005498804783,3.82809128065872,1.66263310325077,2.30242695948616,NA,NA
"ENSG00000261711",36.3270817886004,4.88277554587134,1.67580526561304,2.91368910580736,NA,NA
"ENSG00000236816",29.3919986419487,4.25412942640552,1.12681593758285,3.77535432763857,0.000159780378509575,0.00549245051126663
"ENSG00000162892",38.7510139786762,4.87838121347694,1.45220828331662,3.35928480061789,0.000781444875025601,0.0119387411462245
"ENSG00000287209",29.6416479826292,4.40415937766786,1.53954931819213,2.86068093150768,NA,NA
"ENSG00000271234",33.8994073843397,5.06969896563269,1.78362990156668,2.84234916738031,NA,NA
"ENSG00000204936",76.2301861182061,6.54436097880005,1.71735325189786,3.81072500463596,NA,NA
"ENSG00000174697",29.376111002544,4.46634762536793,1.49506413166215,2.98739534363815,0.00281365611267127,0.015475108619692
"ENSG00000129514",60.092144878778,6.09520242803353,1.62325602138987,3.75492365204022,NA,NA
"ENSG00000187185",25.8266210675789,4.84450900928327,1.74134777559745,2.7820456528973,NA,NA
"ENSG00000124557",23.6195292696427,4.69310691610638,1.49572594783974,3.13767834467576,NA,NA
"ENSG00000184895",19.9297203829606,5.09313519002497,2.87598149987035,1.77092070663687,0.0765738884767252,0.136739086565581
"ENSG00000264956",23.6948814033163,4.87078935741828,1.84734500778163,2.63664304009316,NA,NA
"ENSG00000236054",31.9141751694584,5.74396063601641,1.63172243564731,3.52018242228664,NA,NA
"ENSG00000285534",16.5803387407622,3.96840285076272,1.62396010657178,2.44365784276568,NA,NA
"ENSG00000262539",14.7984917878395,4.29607245037793,1.59034498259856,2.70134624712577,NA,NA
"ENSG00000178919",32.0846891887622,6.31881551796178,1.91501198635491,3.29962191515532,0.000968151652079648,0.0133120852160952
"ENSG00000287867",22.5194119572734,5.65426039558855,1.6532875665559,3.42001023292481,0.000626187801720496,0.0112926101907124
"ENSG00000230635",12.394868067209,4.25289524767001,1.6466094138489,2.58281970933774,0.00979965185292666,0.0341127121462637
"ENSG00000269345",11.7607440613569,4.25756949091651,1.60149247949483,2.6585010828521,0.00784890983836032,0.0304078766102373
"ENSG00000228304",11.6264062395934,4.45687436075387,2.86232843054429,1.55708000283754,NA,NA
"ENSG00000271776",11.3246750368677,5.16681377727597,1.75865603159245,2.93793310599655,0.00330408307152775,0.0168263489753728
"ENSG00000283458",12.5143867105178,5.29814378784698,1.61283914007229,3.28497967107216,0.00101989730070716,0.013355797985451
"ENSG00000205215",9.38678107810378,4.87392374122272,1.6069029664198,3.03311640035235,0.002420422186126,0.0148506695790678
"ENSG00000205266",6.88778059296893,4.89394419064542,1.71029268038298,2.86146590392325,0.00421686858640385,0.0193380408485973
"ENSG00000279104",5.64454389988104,5.2641860561047,1.55270668369853,3.39032871525062,0.000698088629971314,0.0112926101907124
"ENSG00000277984",3.54906419048398,5.21062903616909,1.99074858979346,2.61742194011033,0.00885967497264052,0.0320580344404756
