"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000186471",13.9066974437128,-1.93174616417187,1.27528224468413,-1.51475971082021,0.129833266863128,0.18891083802836
"ENSG00000187621",12.1919645779765,-1.6743755211644,1.50818307668275,-1.11019381337124,NA,NA
"ENSG00000261706",15.3493208877075,-4.63696897758026,2.97632668939671,-1.55795027276396,NA,NA
"ENSG00000251511",13.8219074121339,-4.85590967929617,3.00128776136376,-1.61794205201093,0.105675086554818,0.162349993310475
"ENSG00000259828",24.1574183978593,-2.41424123420606,1.34151688264728,-1.79963537204386,0.0719182319924919,0.130245053099563
"ENSG00000280411",21.5473496444413,-1.19088296902461,1.7743678601992,-0.671159005828088,0.502119240745213,0.519108237612533
"ENSG00000146276",30.212057393101,-2.6977311117096,1.81995696641845,-1.48230489043845,NA,NA
"ENSG00000055957",19.2563908600177,-1.49752173662401,1.22259838607175,-1.22486807907182,0.220624929190453,0.275781161488066
"ENSG00000287372",16.6753003242512,-1.5897524426462,1.39849758565809,-1.13675737373412,0.25563972737122,0.305656195769937
"ENSG00000253819",17.5048178354581,-1.67632237084714,1.10440986868167,-1.51784443292611,0.129053620817506,0.188775243217097
"ENSG00000160180",21.3637027441884,-1.94817601910594,1.15105147436881,-1.6925185905993,0.0905471385399154,0.14715653185398
"ENSG00000134160",22.6397293831584,-2.62792393386156,1.37414524991605,-1.91240622781479,0.0558241098127754,0.111103350122788
"ENSG00000181617",8.33480590103794,-3.34498244178133,2.83672556477018,-1.17917026705836,NA,NA
"ENSG00000181541",16.8504487655402,-1.63821722360278,1.452033130793,-1.12822303352548,0.259225738659944,0.308602069833266
"ENSG00000172482",27.2580465798904,-2.18461324143886,1.28061838413864,-1.70590495068385,NA,NA
"ENSG00000184350",21.1876606429472,-1.94831403825015,1.17097499765218,-1.66383914443651,0.0961445790339857,0.154081319011079
"ENSG00000118231",17.357858573968,-3.85044395896439,1.21452850447991,-3.17031995936007,0.00152271163969824,0.0147458930621996
"ENSG00000240476",28.4300186430266,-3.20743826565443,1.67060080873193,-1.91993099062907,NA,NA
"ENSG00000099937",34.6660779585591,-2.73585354008645,1.20286594623892,-2.2744459169709,0.0229391893501503,0.0624581888246666
"ENSG00000120937",15.6289912422945,-4.1436189863124,1.56285755228862,-2.65130944291409,NA,NA
"ENSG00000226690",10.7928838395676,-2.92325643869685,1.43116427737041,-2.04257225038343,0.0410948004316254,0.091878618851195
"ENSG00000254092",29.2445359126576,-2.20270789652753,1.28683369241158,-1.71172693838903,0.0869470018083394,0.144351497374635
"ENSG00000211946",11.8332271331353,-2.46750122680472,1.49048980049006,-1.65549688833391,NA,NA
"ENSG00000205002",16.4680917304942,-1.73373129116654,1.26346650989484,-1.37220201531961,NA,NA
"ENSG00000271824",43.484191498864,-2.4886888553856,1.23728931174508,-2.01140414918443,0.0442827854477199,0.0958879212450627
"ENSG00000248874",12.0610340119215,-2.53883971403959,1.74969889806462,-1.45101521001576,NA,NA
"ENSG00000113722",32.8863613847953,-2.94336343890884,1.35250641102422,-2.17622882591728,NA,NA
"ENSG00000223350",12.4645876516734,-2.45278295602137,1.78523997485251,-1.37392338877243,NA,NA
"ENSG00000260135",40.8070615932632,-2.74596993248281,1.4052325472291,-1.95410356662848,0.0506889703892758,0.105602021644325
"ENSG00000163751",31.5009268562556,-2.09885370418514,1.35696892475269,-1.54672201102,0.121930293102049,0.181247732989533
"ENSG00000286404",20.3795378122712,-3.94292366751906,1.49437246054489,-2.63851467530481,0.00832700961874985,0.0314954323196203
"ENSG00000064195",35.0801093704103,-2.92332423194466,1.33262453674802,-2.19365931763376,NA,NA
"ENSG00000171345",49.8792708012806,-2.1301849737071,1.24662498758936,-1.7087616523926,NA,NA
"ENSG00000138395",42.0369080182354,-1.70740790938928,1.14874086769523,-1.48632990903764,0.137191879293069,0.197527574898397
"ENSG00000287872",29.2405614573809,-3.58091883192764,1.34008093912068,-2.67216608145873,0.00753633385606065,0.0300361131944446
"ENSG00000264345",37.5634441825087,-1.14386760396506,1.14257339175301,-1.00113271691901,0.316762649655675,0.362957202730461
"ENSG00000224594",45.3423479592616,-2.62164121899687,1.37622302397546,-1.90495375627695,NA,NA
"ENSG00000211976",28.1063895540846,-1.1755181589914,1.91552075221553,-0.613680722399784,0.539426329623441,0.551458143667086
"ENSG00000259518",21.9047623464187,-5.08881926421457,1.5826980229854,-3.2152812414687,0.00130316778280978,0.0147458930621996
"ENSG00000172236",39.5854204425156,-2.7601407737323,1.12495304348065,-2.45356087503201,0.0141449595580751,0.0452309753310542
"ENSG00000214145",16.5075036278471,-2.73769221262782,1.22065248121563,-2.24281050893486,0.0249090365156373,0.0658652407865409
"ENSG00000143512",45.876858627666,-2.08617910425666,1.21210682137032,-1.72111819476288,0.0852293782750124,0.144351497374635
"ENSG00000197253",44.0304131545068,-2.5902110637086,1.03219730994328,-2.5094146620581,0.0120931431863612,0.0405562728810893
"ENSG00000250748",36.326735248337,-3.61743502604041,1.59490451088007,-2.26812012967742,NA,NA
"ENSG00000233560",27.6820323573512,-3.28175246153058,1.37268379343617,-2.39075632510786,NA,NA
"ENSG00000073282",36.1726937634571,-1.48860062768765,1.0911537174078,-1.36424465585293,0.172490577918846,0.232521523719579
"ENSG00000204894",29.5462713772363,-1.05334859368548,1.51014281341717,-0.697515880171591,NA,NA
"ENSG00000224063",33.6101027152326,-2.47941523436398,1.42461207309684,-1.74041430729574,0.0817862950704348,0.143256249327195
"ENSG00000145040",58.6252402954342,-2.59020652115916,1.42982012226132,-1.81156110536662,NA,NA
"ENSG00000135374",39.5958099528002,-1.05523689409037,1.34735854581487,-0.783189372545356,0.43351591473465,0.463878897089606
"ENSG00000229056",36.0073801970396,-4.24120195755313,1.5848059906801,-2.67616476874438,NA,NA
"ENSG00000186973",42.1908386280052,-1.50743029361679,1.31210505784278,-1.14886402167761,0.250612055193075,0.300953341389063
"ENSG00000214285",31.1918864705965,-4.40122719836754,1.43131423178904,-3.07495524086722,0.00210534146519851,0.0148453564853741
"ENSG00000248475",14.1485959756703,-3.50153171109857,1.60379977317663,-2.18327235709924,NA,NA
"ENSG00000223812",47.5108961562746,-2.1879437005084,1.21607733283206,-1.79918138545762,0.07198999298594,0.130245053099563
"ENSG00000117322",18.5041189342195,-2.63867407025211,1.50853773226735,-1.74916013952542,NA,NA
"ENSG00000198074",44.22616330922,-1.05775300190578,1.24188949629963,-0.851728760938468,0.394364653723765,0.425295214800139
"ENSG00000164458",26.0813542864068,-5.31776328630764,1.85848443845129,-2.86134399421661,0.00421849060297438,0.0193380408485973
"ENSG00000172116",48.8036905134271,-2.25970268159781,0.977200239879535,-2.31242542662124,0.0207542504991854,0.0582389682375102
"ENSG00000283787",77.132409642443,-2.23302473067336,1.34300458715585,-1.66270819327755,0.0963708613451113,0.154081319011079
"ENSG00000039537",35.8194052183012,-4.17420041495983,1.30168184173542,-3.20677471339289,0.00134232072377115,0.0147458930621996
"ENSG00000118156",34.5729914787207,-2.11971232641452,1.04183779581402,-2.03458958288062,0.041892186415634,0.0929060585830593
"ENSG00000211964",42.6301618080128,-1.02972797815254,1.61509968422133,-0.637563110322192,0.523758115640712,0.537438364929835
"ENSG00000130427",40.0473453993344,-2.70311217417795,1.13548102142815,-2.38058771847909,0.0172850451827847,0.0505679513326149
"ENSG00000251372",54.4957891506655,-2.41038592236645,1.24204653909789,-1.94065668756434,NA,NA
"ENSG00000163792",50.6293142155725,-1.56607508967724,1.12232148152643,-1.39538903554378,0.162898555897189,0.223985514358634
"ENSG00000197587",56.750662271396,-1.59148191133913,1.03997799213851,-1.53030345196686,0.125941634239187,0.186204029117077
"ENSG00000249001",75.9234381402173,-1.36668865235722,1.30929513189639,-1.0438354340917,0.296561534500831,0.341231891162044
"ENSG00000211670",17.2208051537302,-3.90398097707797,2.93661686442957,-1.32941447839717,NA,NA
"ENSG00000278196",38.2104996756636,-1.4662490644725,1.6040677341353,-0.914081764298379,0.360673883787488,0.399940798554674
"ENSG00000111981",73.4261104239372,-1.96237489245696,1.11523681943676,-1.75960375254472,0.0784750148407274,0.13922986504
"ENSG00000196616",68.5808937605355,-2.32840366396426,1.39597445279927,-1.66794145787929,NA,NA
"ENSG00000275874",54.4221747867097,-3.48849873467958,1.90966395506375,-1.82676052790824,NA,NA
"ENSG00000243290",33.6129711237272,-2.28013660955737,1.67464014591694,-1.36156810471595,0.173334226772777,0.232521523719579
"ENSG00000211966",49.3301150022278,-1.40379632850629,1.50846818947261,-0.930610495006256,0.352055083663015,0.39516386941767
"ENSG00000269404",37.0977565584012,-2.20982860432986,1.22030106709026,-1.81088803732596,0.0701581847187492,0.129222368099359
"ENSG00000117215",65.6822043787234,-3.4878970476513,1.46943013766652,-2.37363924847094,NA,NA
"ENSG00000140798",28.7813360088771,-2.95840290747521,1.18709711516208,-2.492132168202,NA,NA
"ENSG00000162598",75.5012876480374,-2.36276067682927,0.920876364252278,-2.5657740480154,0.0102945864075732,0.035387640776033
"ENSG00000256193",68.7367484008392,-2.34994004389699,1.21900237049711,-1.92775674664084,0.0538853900480959,0.109467356796533
"ENSG00000225684",93.726341121796,-2.44935408868936,1.14393666934942,-2.14116231633903,0.0322609507704572,0.0799257789358174
"ENSG00000272763",45.0833975028301,-5.39887199082954,1.70089621129266,-3.17413370374107,NA,NA
"ENSG00000197614",92.7373423554067,-1.93523614208313,1.13523205638558,-1.70470533420686,0.0882493945083559,0.145320859220346
"ENSG00000228314",38.1645443028353,-2.03786399506671,1.50807450685844,-1.35130193223139,NA,NA
"ENSG00000173077",96.3031896887221,-2.42796610742962,1.16664370782007,-2.08115476143645,NA,NA
"ENSG00000140459",103.986752116007,-1.63009900610045,1.06812664785115,-1.52612895613069,0.126977752021711,0.186731988267222
"ENSG00000160183",105.665954118114,-2.39050793220208,1.05518685991915,-2.26548303718001,0.0234830538003296,0.0633121548538298
"ENSG00000151882",61.9976251176544,-1.79227564101398,0.977299590627704,-1.83390605931067,NA,NA
"ENSG00000106128",48.7653728966063,-1.83423873695126,1.17215516759804,-1.56484293859314,NA,NA
"ENSG00000231817",71.6019751449674,-1.63833502452104,1.15228705152121,-1.42181153763567,0.155080969284191,0.218135608579215
"ENSG00000121570",57.5263684866416,-1.44875248830921,1.15254671891014,-1.25700109552102,NA,NA
"ENSG00000079101",60.5979673153168,-1.62035103788967,1.14694973880851,-1.41274807697584,0.157729810035942,0.219837781759345
"ENSG00000157330",55.2410097285868,-1.78432585823416,1.11561296714188,-1.59941297814552,0.109728870475294,0.16764132989281
"ENSG00000211625",36.8412783822763,-2.29057054102668,1.78361433751875,-1.28422971986936,NA,NA
"ENSG00000118271",25.8361972207614,-3.8487009063404,1.6343471411162,-2.35488581924638,NA,NA
"ENSG00000276566",53.280585241065,-1.97135288872558,1.88013128017812,-1.04851874414792,0.294399670917678,0.340167686984712
"ENSG00000163331",60.4422651419528,-1.4641435259799,1.24723186343747,-1.1739144652259,NA,NA
"ENSG00000223485",83.4933665862366,-3.83743408570344,1.44204803983806,-2.66110003251653,NA,NA
"ENSG00000213058",76.1151558248313,-2.28454525753217,1.14314997025576,-1.99846504568517,0.045666265840274,0.0973505667137623
"ENSG00000108700",120.410262913829,-1.24354188493289,1.04301214087048,-1.19226022037964,0.233159227150793,0.284465250179151
"ENSG00000287064",64.9966622953257,-1.77537908382957,1.24985418682581,-1.42046896553462,0.155471197387368,0.218135608579215
"ENSG00000178776",67.9399508616601,-5.10408011024437,1.58163258630225,-3.22709594785055,NA,NA
"ENSG00000287560",111.419669693646,-2.09821883990187,1.02485043981348,-2.0473415031014,0.0406245655783327,0.091878618851195
"ENSG00000211942",52.6497225042343,-5.57042468636856,1.95681238782799,-2.84668306528434,NA,NA
"ENSG00000006453",151.284586939885,-2.55403863055973,1.31130222339516,-1.94771166020518,NA,NA
"ENSG00000046774",71.3254534027314,-3.60474653763277,1.79026398970509,-2.01352792569244,0.0440591201787547,0.0958879212450627
"ENSG00000187980",73.8075742117097,-1.59963648115332,1.20625898043376,-1.32611363488304,NA,NA
"ENSG00000233098",97.0989033370326,-1.56797771589983,1.2038876381026,-1.30242862064026,0.192769904001999,0.247718334582009
"ENSG00000228742",78.3879593254223,-5.03424870422443,1.74534239574596,-2.8843903159029,NA,NA
"ENSG00000185686",74.6944912814428,-1.6358762553287,1.12317748030227,-1.45647173667376,NA,NA
"ENSG00000172724",161.240004795696,-2.36437687842048,1.54602106866124,-1.52933030884753,NA,NA
"ENSG00000110680",38.4515302873765,-3.25311445721512,1.54017508881849,-2.11217184385879,NA,NA
"ENSG00000211640",69.8143930149156,-1.63505294625042,1.48473117679895,-1.10124510874458,0.270789994070789,0.315539188006216
"ENSG00000233532",148.122494465889,-2.94202486806663,1.4505733244492,-2.02818073273458,NA,NA
"ENSG00000164794",158.78742572547,-2.65659803314985,1.16792473606366,-2.27463119079367,0.0229280633948882,0.0624581888246666
"ENSG00000144820",118.260500526838,-2.69503891832528,1.55957260165175,-1.72806249319266,NA,NA
"ENSG00000233968",114.32992640519,-3.99124267489274,1.50573067153074,-2.65070158319562,NA,NA
"ENSG00000137745",137.619468742829,-3.65380842910194,1.68180228002743,-2.17255528339654,0.0298138045280703,0.0766242639740124
"ENSG00000196666",60.3334581617804,-2.4121006418065,1.32410540356408,-1.82168325521056,NA,NA
"ENSG00000027644",142.822302475866,-2.86698317982219,1.22924968515603,-2.33230336720263,NA,NA
"ENSG00000128045",101.188560797474,-3.29188651525662,1.48745344104223,-2.21310222184168,NA,NA
"ENSG00000167244",180.725073086403,-1.89202474827672,1.46959318357648,-1.28744796139581,NA,NA
"ENSG00000239819",31.9573687567729,-5.64681081858675,2.9703472803765,-1.90106081396348,NA,NA
"ENSG00000154478",178.086015722183,-2.84091210912572,1.24616661810265,-2.27972092002525,0.0226242457456273,0.0624581888246666
"ENSG00000268433",49.0634053094927,-3.4296940765215,1.50927675737647,-2.27240899308834,NA,NA
"ENSG00000211668",88.0632674698774,-1.88431525346928,1.42292142048333,-1.3242581258136,0.18541733236737,0.243970174167592
"ENSG00000161798",215.687701720235,-1.13102617137439,1.28379955973166,-0.88099903353355,0.37831834309176,0.413502864334477
"ENSG00000282639",48.4398136934826,-3.80804229156612,2.87897156936608,-1.322709238287,NA,NA
"ENSG00000138207",172.392678912523,-1.34154640434791,1.05385756609265,-1.27298645235514,0.203022849301248,0.258478164619645
"ENSG00000244437",106.732024762139,-1.48164264090505,1.55417985177158,-0.953327659740381,NA,NA
"ENSG00000134020",162.693045666123,-1.83486079326024,0.983512557696118,-1.86562009697,0.0620945358575239,0.120490421593923
"ENSG00000211659",63.821921459529,-3.1709454186477,1.48662528281691,-2.13298230246648,0.0329261780061546,0.0803220379561627
"ENSG00000105509",204.457578991056,-3.09461991017115,1.38590739546647,-2.23291968878597,NA,NA
"ENSG00000236197",260.280924179649,-1.88337330132657,1.36936211650498,-1.37536541914384,NA,NA
"ENSG00000241644",150.950938690114,-1.59101429063769,1.08032053744254,-1.47272428459439,0.140825395647853,0.200657947166629
"ENSG00000168333",154.118421639755,-2.86138335536452,1.67040187851999,-1.71299098268481,0.0867141985320077,0.144351497374635
"ENSG00000230838",182.569890449384,-3.64461936709759,1.50219335348776,-2.42619857066707,NA,NA
"ENSG00000102970",200.266316508201,-3.68893863864193,1.69527793706358,-2.17600816833116,NA,NA
"ENSG00000132840",197.603149104043,-1.94622496764724,1.02055176630221,-1.90703208980673,0.0565164321618584,0.111103350122788
"ENSG00000165072",306.182485080058,-2.5385956754474,1.20597547843109,-2.10501433971939,0.0352900598473351,0.0836617798104927
"ENSG00000164707",269.942419365424,-1.11935509998056,1.03407417211282,-1.08247080351451,0.279043381907739,0.323784514871849
"ENSG00000211673",143.027084904926,-1.44786240139921,1.5154535578713,-0.955398727911505,NA,NA
"ENSG00000180613",145.328916683592,-3.57859118532473,1.19174949153637,-3.00280487698073,0.00267503882420002,0.0152611402291919
"ENSG00000189320",122.834124359721,-3.57286863201056,1.11620378391739,-3.20091069703362,0.00136993983350775,0.0147458930621996
"ENSG00000211898",130.83781698453,-1.7890093623101,1.49348142495931,-1.19787854901432,NA,NA
"ENSG00000204542",204.392874289499,-3.20574797598197,1.75236233263569,-1.8293864894712,NA,NA
"ENSG00000211653",199.512075313571,-1.80424385393355,1.43641739290091,-1.25607212976571,0.209089819746414,0.264260067628102
"ENSG00000224184",275.860452968474,-3.39302815584311,1.29031950488524,-2.62960308899994,0.00854846092761097,0.0314954323196203
"ENSG00000211669",58.987738698078,-5.38459071869263,1.60426634238803,-3.35641942763531,NA,NA
