"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000211650",88.1818231507798,-3.05377053326082,2.65002033055519,-1.15235739818685,NA,NA
"ENSG00000131203",242.35126489504,-4.12999221020637,1.59232031486789,-2.59369435385809,NA,NA
"ENSG00000235207",146.90712118144,-5.08641700031619,1.50596285546251,-3.37751823151976,NA,NA
"ENSG00000100362",223.829591245633,-2.98039122287899,1.26895143166121,-2.3487039365859,0.0188388795253963,0.0539655403071247
"ENSG00000211663",128.034844514378,-2.16516965614774,1.54005181476864,-1.40590701909144,NA,NA
"ENSG00000170689",267.267998912732,-3.61446125736516,1.43074864247825,-2.52627271489451,NA,NA
"ENSG00000155495",125.798890190753,-5.42029687796493,1.79236027585227,-3.02411125206821,NA,NA
"ENSG00000115648",297.549216173751,-3.32998260328724,1.27580170123342,-2.61010986273798,NA,NA
"ENSG00000168081",373.426549161399,-2.38749576250743,1.22471354715032,-1.94943198600415,0.05124385780161,0.105955345078517
"ENSG00000211638",111.863353510965,-2.84965432061758,1.65824186320724,-1.71847930259462,NA,NA
"ENSG00000188993",297.730216299276,-2.51390827449627,1.28550423310053,-1.95558148294302,NA,NA
"ENSG00000211892",139.020491952869,-2.64048530316397,1.24283352323977,-2.12456878076546,0.0336226111692601,0.0804018962743176
"ENSG00000123500",218.41073439281,-5.01706618775959,1.43149509832685,-3.50477357108913,NA,NA
"ENSG00000247345",72.8037414271857,-5.39788790397599,1.84469729267674,-2.92616459372768,NA,NA
"ENSG00000211662",159.825574400372,-2.58627688495271,1.53006461662308,-1.69030566216265,0.0909694924188239,0.14715653185398
"ENSG00000006611",286.131687039028,-1.74201719665159,1.07371573630602,-1.62241935900537,0.10471358683585,0.16177660887561
"ENSG00000211642",119.40317979738,-3.40865194590973,1.74949309471255,-1.94836547581218,NA,NA
"ENSG00000211666",233.169423022894,-2.05942008152964,1.39424914534186,-1.47708183175876,0.139653703031734,0.200024835071494
"ENSG00000140563",517.575834382454,-2.78087540476122,1.39571668850631,-1.99243544743833,NA,NA
"ENSG00000106341",125.894930245788,-4.10867752637962,1.25495259825334,-3.27397029345819,NA,NA
"ENSG00000248184",548.249917329184,-1.88065582555956,1.57947873805582,-1.19068131798624,0.233778714692684,0.284465250179151
"ENSG00000110887",106.98524240542,-4.98788224406412,1.39240149604193,-3.5822155163168,NA,NA
"ENSG00000123838",210.127023427177,-2.5043399463352,1.53695142967203,-1.6294203564192,NA,NA
"ENSG00000178602",189.405965498416,-3.59808444613313,1.13750525800075,-3.16313654009568,0.00156079109569025,0.0147458930621996
"ENSG00000175868",155.264332360589,-3.82650812986318,1.66082578776438,-2.30397923614492,NA,NA
"ENSG00000197594",786.335910172278,-2.5375597563852,1.23206600759813,-2.05959724619956,NA,NA
"ENSG00000169248",545.197771541887,-3.73894299063309,1.32069185457003,-2.83104872472342,0.00463956526676229,0.0205787169090263
"ENSG00000183036",529.916146242676,-1.63015858211271,0.989285974295945,-1.64781329612286,0.0993909897411387,0.156185841021789
"ENSG00000047936",368.55369052127,-5.92328060695738,1.66313948203881,-3.56150561689279,NA,NA
"ENSG00000177508",780.541464331159,-2.83941165644215,1.31402657984825,-2.16084796151541,NA,NA
"ENSG00000006128",745.79978677802,-2.16257330379816,1.1662914985177,-1.85423053031484,0.0637061859955634,0.121661119088749
"ENSG00000122133",377.285534037614,-7.56290144136482,1.80067570683265,-4.2000352493608,NA,NA
"ENSG00000211677",435.809656055425,-2.23903390308697,1.41734926956956,-1.57973334530801,0.114167945825176,0.171563853015975
"ENSG00000211893",595.816552694174,-1.18746678725516,1.49676361497987,-0.793356262385578,NA,NA
"ENSG00000211598",508.186950134342,-1.74143018275547,1.56735963268689,-1.11105973794295,0.266542636673024,0.314588948863011
"ENSG00000226278",683.707788289092,-1.14139394355173,1.62044828919512,-0.704369248412524,0.481202851573647,0.501252970389216
"ENSG00000239951",487.217424363916,-1.99478348544318,1.50576130857654,-1.32476739446103,0.185248312325049,0.243970174167592
"ENSG00000196091",1437.72175542822,-1.21788686667654,1.10528332082218,-1.10187754011397,0.270514914148212,0.315539188006216
"ENSG00000197430",1330.08098175702,-1.80865822269312,1.37011409638024,-1.32007854489746,NA,NA
"ENSG00000170421",791.604029467624,-5.21551856624705,1.48064037330814,-3.52247491036207,NA,NA
"ENSG00000239855",239.016542592363,-6.15488266762915,1.75719966018423,-3.50266552349769,NA,NA
"ENSG00000131771",1503.09875790191,-1.15961544029627,0.92401138063655,-1.25497960804055,0.20948616270155,0.264260067628102
"ENSG00000156234",448.974818939454,-4.1104741839962,1.4387241057977,-2.85702739492026,0.00427628928488478,0.0193380408485973
"ENSG00000137809",2338.71244622902,-2.87616003693488,1.34702628872976,-2.13519220894129,NA,NA
"ENSG00000188257",2206.37819690635,-1.24275180363768,1.34364991204841,-0.924907442402977,0.355014054987851,0.395389344393117
"ENSG00000165949",3410.94389002666,-1.65587904587342,0.957343723131406,-1.72965989734299,0.0836910576309794,0.143844005303246
"ENSG00000213139",1099.71400018086,-2.89521259202781,1.20269766950821,-2.40726548776942,0.0160724810369931,0.0484808514022092
"ENSG00000132465",1547.62371936829,-2.00019999092257,1.52377763622252,-1.31265871303973,0.189297975743507,0.246367356770089
"ENSG00000138755",2331.48361714057,-4.64103893024626,1.46971859495959,-3.15777383926606,NA,NA
"ENSG00000173432",2272.59205969902,-1.0580889848278,1.49326025521139,-0.708576405978218,NA,NA
"ENSG00000141469",1125.95618296923,-3.56336407518843,1.13983835706974,-3.1262012311544,0.00177080334998649,0.0147458930621996
"ENSG00000170290",1794.28534155217,-2.25984932511812,1.31639239337056,-1.71669886311929,0.0860342079927917,0.144351497374635
"ENSG00000129038",4547.0249745125,-2.65003764685093,1.4240824104509,-1.86087380014185,NA,NA
"ENSG00000211897",1132.2886585376,-3.37069124793832,1.53252795929587,-2.19943213922635,NA,NA
"ENSG00000114270",5056.384020871,-2.97875886798842,1.47251402961825,-2.02290695237768,NA,NA
"ENSG00000169245",3866.6573228044,-4.12133491780887,1.31084094367661,-3.14403889937208,0.00166633287722172,0.0147458930621996
"ENSG00000101825",7955.84786763738,-2.14043173619925,1.4928227546512,-1.43381505241013,NA,NA
"ENSG00000175356",2461.04658652153,-2.42652272548064,1.19649788451164,-2.02802090742605,NA,NA
"ENSG00000166741",6706.50576833157,-1.63392948807429,1.16032640937648,-1.40816366400926,0.159082612982217,0.219837781759345
"ENSG00000211896",3934.61080844244,-2.21825121370286,1.34163352518945,-1.65339578361357,0.0982503404236212,0.155805992222899
"ENSG00000175782",7041.44416384664,-2.89389605431662,1.26618058293414,-2.28553185329265,NA,NA
"ENSG00000137441",3137.6873378733,-3.1650560718133,1.59309098737756,-1.98673904810886,NA,NA
"ENSG00000211592",6738.82119228955,-1.62079234652958,1.4539238803703,-1.11477111588317,0.26494851703835,0.314055354248045
"ENSG00000111581",10779.6287067348,-2.85029772325101,1.30774120605123,-2.17955793551659,NA,NA
"ENSG00000132434",17611.5124804698,-2.89780318611683,1.1868470257883,-2.44159788342741,0.0146224237316659,0.0462203048989439
"ENSG00000135679",17617.4871330569,-2.4622849186312,1.24910297803238,-1.97124253318959,NA,NA
"ENSG00000132432",21602.9165025471,-2.69889569779056,1.12269271010209,-2.40394871500068,0.0162190484691027,0.0484808514022092
"ENSG00000163359",22103.4013006618,-3.71823839517276,1.44368419212135,-2.57552061279356,NA,NA
"ENSG00000130635",28334.9264685151,-3.12419733195479,1.4339964679154,-2.17866459357214,NA,NA
"ENSG00000240583",29194.2519435055,-1.27781244003932,1.0644970851098,-1.2003907365397,0.229987624844189,0.282350878714964
"ENSG00000108821",109219.839049264,-3.09151595274667,1.46440868114913,-2.11110190245576,NA,NA
